"type","range","value","country"
"sediment","low",13557359552865.6,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50903864082241.9,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",89000504415265.3,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13584702771553,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50915155997226,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",89017453731888.2,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13580662484682.7,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50910647198570.4,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",89017066619774.7,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13573073533120.3,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50912016035384,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",88985684537289.6,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13571107239759.6,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50906953140244.6,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",89006582257278.8,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13553548440875.5,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50916907403945.2,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",89016139488287.6,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13590782966841,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50923668827244.3,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",89053920453433.2,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13603943554969,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50913106940293.2,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",88986665516760.2,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13571267370930.6,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50909143129713.8,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",89028965744867.9,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",13570775016008.4,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","mean",50916037344038.2,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","high",89016875944613.8,"bh_benhab_03042021_merge_gridcode.tif.vat.dbf"
"sediment","low",15401430029.0391,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57743670092.1333,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100955646403.038,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15407089100.7064,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57761603444.6627,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100941563566.541,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15380974782.4409,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57746534382.5283,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100948832244.708,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15410780772.4877,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57740298581.92,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100935225192.304,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15400790495.1818,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57735174445.3837,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100934276449.802,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15385846252.2458,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57745821889.2225,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100938827773.102,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15400058935.0408,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57752361436.0204,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100935149741.953,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15381031438.0669,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57723276109.3507,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100963497287.205,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15381398831.6689,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57731839114.0714,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100931482490.516,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",15413172522.6737,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",57738992874.4801,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",100969871190.432,"bvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",21500795681.548,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80651534060.4109,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",141004549678.581,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21480987339.1766,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80643598693.186,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",141001850611.602,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21500149999.9142,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80607512138.8713,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",141007247247.457,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21504168191.9199,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80635716020.4209,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",140965171258.573,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21519164518.8179,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80642047096.7156,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",140975164746.687,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21536399016.562,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80627876057.1285,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",140962792366.759,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21516522933.7879,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80630785625.9408,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",140965359233.109,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21543269663.6578,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80647417386.188,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",140951596350.554,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21490277356.1483,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80647604325.1584,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",140982914916.477,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",21529320368.1477,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",80625720222.3491,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",140906905599.252,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7363917884832.44,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27611576715505.4,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48269751494370.4,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7352236340486.54,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27611524730244.1,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48277795499302.2,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7351068464824.81,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27615452941680,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48275984916327.7,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7351158624097.21,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27614067892221.9,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48283506662517.1,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7356207144698.95,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27613165833724.5,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48271823926806.8,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7377203211661.15,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27612551798964.4,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48275484495893.3,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7366003110966.05,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27615056109649.9,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48272486498577.6,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7371375679338.27,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27616150201907,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48281827818580,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7361543446620.08,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27618024117804,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48286260528926.4,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",7369805214397.43,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",27612528255275.8,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",48267403866107.1,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",156681379842.928,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587778508448.762,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027735450944.48,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156621523918.393,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587887201656.333,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027614945346.62,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156954438127.494,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587850801683.656,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027709178294.01,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156614445952.369,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587782505697.031,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027599190657.42,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156603565925.216,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587749647179.601,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027693616035.21,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156578352284.561,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587735242426.423,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027499107701.6,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156803429302.416,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587896219630.576,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027681819916.79,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156629801098.823,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587792865367.424,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027482406514.45,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156995760538.958,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587889825926.914,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027727462700.21,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",156635144056.983,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","mean",587811566413.506,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","high",1027721797627.96,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"sediment","low",8230969658.17852,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30914908956.8742,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54039306343.1273,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8234671150.35699,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30910951115.4817,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54038376374.0332,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8240434751.20127,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30911037313.8751,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54030527172.851,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8243343671.72527,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30904058957.7122,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54026389380.2231,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8254590381.77595,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30885000479.1983,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54022371449.9653,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8240227248.0055,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30895702943.7609,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54023288670.7838,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8230092469.90086,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30905077334.1993,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54039844986.3748,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8255053591.97731,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30891488296.7147,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54022913740.622,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8233753311.82138,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30899167779.2579,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54030307924.4423,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",8230184557.31111,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",30907251112.1636,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",54033140142.2246,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34707289185.8898,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130167518035.863,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227406263726.991,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34691684244.5648,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130090662718.279,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227396929430.165,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34646885213.8923,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130110275282.123,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227452434331.521,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34693685073.8018,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130116718926.032,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227428538500.329,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34749504679.0666,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130097567717.302,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227518771584.398,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34659571708.3182,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130110899964.562,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227486743451.945,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34651060490.191,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130125463530.009,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227512858469.262,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34702736329.2937,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130121405282.732,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227538656874.08,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34686213392.4644,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130100142460.997,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227557629859.104,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",34674556932.9659,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",130108121130.407,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",227449174135.446,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2561018389.48297,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9607133298.51977,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16792069829.9718,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2557010887.0779,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9609830994.54003,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16790577488.3783,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2558874758.36211,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9605057766.63824,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16791933038.2694,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2560077170.95145,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9603796999.50833,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16789817756.3936,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2559416535.72368,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9607628366.555,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16792227780.3654,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2561100505.05037,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9618639067.05028,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16791448350.4512,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2569386621.90072,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9611059559.44226,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16801157810.6767,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2564338951.43716,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9608545110.65723,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16794656498.8886,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2560502384.75196,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9600808359.72339,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16793357494.9266,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",2559339679.21714,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",9616902483.68866,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",16795559028.4108,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40111447637.9086,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150634426521.931,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263309453056.732,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40189468881.9566,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150639388989.108,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263380829944.633,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40141729654.7994,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150648150771.833,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263298880433.381,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40033865026.2338,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150593985277.232,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263274999654.817,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40100386362.7605,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150629058004.428,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263417888171.111,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40159132887.0061,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150622224245.492,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263423680908.922,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40146908208.6924,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150655385918.182,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263353065335.52,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40118551716.7955,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150669714889.216,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263301756026.248,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40103945810.5472,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150645358356.91,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263395809603.666,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",40085818059.6262,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",150603565634.269,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",263213835498.659,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",77737196.0224726,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",291313512.808839,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",508604751.514518,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",77633816.9280749,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",291064655.773779,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",508645629.967186,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",77313773.0273426,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",290305310.437942,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",508436747.263604,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",77617012.8912674,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
