"part","type","range","value","country"
"ag","dense","high",6413879.25123614,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",61560067.2333177,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",66926042.5365775,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",72269938.5931647,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",18230671.3953312,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",19824336.7457877,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",21414781.4382173,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",17004407.1766682,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",20196256.2112828,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",23416653.96932,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",4661581.20951846,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",5534010.94189428,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",6419598.41518981,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",61583065.8629829,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",66917610.5073984,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",72336082.0958595,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",18241638.291532,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",19820114.6638491,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",21417740.7677041,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",17000598.1830541,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",20181652.5281183,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",23400874.2073587,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",4658938.32391981,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",5541358.93334103,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",6413966.98688399,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",61576187.8924076,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",66938975.0684762,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",72285533.4028139,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",18243684.8688012,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",19832939.0631464,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",21432531.3164734,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",16997597.2765281,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",20193692.5237382,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",23391507.4938899,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",4657319.98892321,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",5539414.82178042,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",6407535.50899918,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",61592021.2215048,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",67023129.5766983,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",72334609.3146932,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",18239276.3794636,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",19850641.9714831,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",21432713.287522,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",17002115.0970736,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",20220346.297865,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",23410983.5274412,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",4659524.96476812,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",5538775.5583533,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",6413782.07379389,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",61567896.054413,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",66908359.6021616,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",72290676.7533502,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",18220298.7326173,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",19838255.9243098,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",21406985.6237728,"anguilla_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45322534.1356407,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53891993.7602385,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62416197.4345205,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83078313.6432632,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98726483.8043229,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114338327.387256,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164250432.285797,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178645330.819608,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",192882605.288515,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325237943.333039,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353555231.347274,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381918043.212711,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45369743.2962593,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53902805.5594921,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62407406.0046767,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83112465.0694856,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98737821.2655928,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114362904.440474,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164307584.962399,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178696359.358578,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",192983717.428708,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325151191.270551,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353455039.610722,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381822146.477476,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45351267.855814,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53890854.9381229,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62442751.7615475,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83088359.7234314,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98697227.0647609,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114335694.750222,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164238913.016715,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178547023.842993,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",192922915.757847,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325116675.433938,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353339130.788375,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381785181.971467,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45379802.8241666,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53903529.5951153,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62437391.0080464,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83115953.1805932,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98756709.2474848,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114359055.861643,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164419894.088088,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178720618.37885,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",193074058.630143,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325222575.893839,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353577920.379578,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381905335.230065,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45354625.6269175,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53896668.431237,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62446152.3969702,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83115814.6784736,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98747361.6612623,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114344255.02301,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164228734.69161,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178509059.421201,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",192838119.748077,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325130192.401109,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353449796.556926,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381799328.938836,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45360581.2256422,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53889746.7274286,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62401630.4329371,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83096590.2656461,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98745055.7475597,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114380263.966319,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164303863.702998,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178669982.418613,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",192922943.479934,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325206481.491187,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353561921.273621,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381915760.430483,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45356245.5401444,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53873952.005258,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62417331.2067771,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83122767.7135572,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98734609.5986643,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114385053.398352,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164280831.08534,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178628136.723988,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",192901767.833767,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325197692.385321,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353480571.473547,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381925144.656475,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45377223.2353827,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53904370.038854,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62452517.9053539,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83116599.3107015,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98753193.4953375,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114397012.540275,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164320157.288559,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178613860.240753,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",192876113.160739,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325190337.498181,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353479447.007396,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381865335.542339,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45374871.8889474,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53896456.0333863,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62463236.3397282,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83092740.4900386,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98728864.1914395,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114390680.539974,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164399982.18655,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178740507.505252,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",193046577.068702,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325205828.926648,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353550673.039611,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381826746.996272,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",45363671.6657914,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",53881152.089081,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",62392316.4937159,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",83077942.2788739,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",98709887.1892737,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",114366205.909933,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",164322302.349076,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",178592926.477895,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",192924685.523911,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",325255223.531048,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",353553139.147206,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",381874226.209332,"antigua_barbuda_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",69376.4817720874,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",82750.5259546697,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",95078.0030595417,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14082566.1459013,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16726598.3109464,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19372146.059081,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",249850.032566597,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",269756.048781702,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",293063.715551221,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55082341.2800115,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59895643.5886401,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64685370.3054492,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",68685.1414909361,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",82555.0655824213,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",94538.9850247435,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14079562.2293305,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16731637.4242362,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19373633.9557632,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",248958.48668258,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",273051.897222868,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",291732.761298014,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55074812.4491261,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59885202.1562083,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64686436.2705487,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",68827.6909738329,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",82274.4437933199,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",94562.391261045,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14071811.334251,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16723729.9981303,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19379561.7868201,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",248868.490981817,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",269041.721175686,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",293352.520115618,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55111357.5544156,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59891660.1956482,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64696972.7505339,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",69666.5794985981,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",82021.4937581862,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",94806.1615059643,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14084536.0415146,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16728805.1741167,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19370039.5375058,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",251286.669938983,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",270952.0097702,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",293449.684933175,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55113944.5815175,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59859915.6053722,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64692730.8682346,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",69303.5742533972,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",81947.0685557402,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",94752.171543388,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14077327.8944269,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16715630.6540705,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19364725.0996795,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",250959.923885592,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",271423.330177386,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",293795.122577417,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55118931.9300244,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59895244.6115356,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64749827.5653538,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",69250.3079438295,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",81634.4818581971,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",94697.4657722243,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14072057.3816745,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16728381.7210516,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19370014.7703469,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",250083.519987022,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",269998.982482819,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",290568.325268695,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55069021.5013418,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59871062.0248601,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64634878.6175497,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",68069.784821737,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",82019.0603460003,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",95096.7891945128,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14073676.5611212,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16722506.73001,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19374847.7226169,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",252116.284924279,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",274239.703466422,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",293060.550249177,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55059701.3261755,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59918938.3537959,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64720275.8068495,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",69194.8250096022,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",81308.9492143921,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",94694.95186783,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14086830.3018189,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16725652.3658221,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
